Column1;col1;col2
1517;u+0001f5a5u+0000fe0f;\xf0\x9f\x96\xa5\xef\xb8\x8f
1518;u+0001f5a8;\xf0\x9f\x96\xa8
1519;u+0001f5a8u+0000fe0f;\xf0\x9f\x96\xa8\xef\xb8\x8f
1520;u+0001f5b1;\xf0\x9f\x96\xb1
1521;u+0001f5b1u+0000fe0f;\xf0\x9f\x96\xb1\xef\xb8\x8f
1522;u+0001f5b2;\xf0\x9f\x96\xb2
1523;u+0001f5b2u+0000fe0f;\xf0\x9f\x96\xb2\xef\xb8\x8f
1524;u+0001f5bc;\xf0\x9f\x96\xbc
1525;u+0001f5bcu+0000fe0f;\xf0\x9f\x96\xbc\xef\xb8\x8f
1526;u+0001f5c2;\xf0\x9f\x97\x82
1527;u+0001f5c2u+0000fe0f;\xf0\x9f\x97\x82\xef\xb8\x8f
1528;u+0001f5c3;\xf0\x9f\x97\x83
1529;u+0001f5c3u+0000fe0f;\xf0\x9f\x97\x83\xef\xb8\x8f
1530;u+0001f5c4;\xf0\x9f\x97\x84
1531;u+0001f5c4u+0000fe0f;\xf0\x9f\x97\x84\xef\xb8\x8f
1532;u+0001f5d1;\xf0\x9f\x97\x91
1533;u+0001f5d1u+0000fe0f;\xf0\x9f\x97\x91\xef\xb8\x8f
1534;u+0001f5d2;\xf0\x9f\x97\x92
1535;u+0001f5d2u+0000fe0f;\xf0\x9f\x97\x92\xef\xb8\x8f
1536;u+0001f5d3;\xf0\x9f\x97\x93
1537;u+0001f5d3u+0000fe0f;\xf0\x9f\x97\x93\xef\xb8\x8f
1538;u+0001f5dc;\xf0\x9f\x97\x9c
1539;u+0001f5dcu+0000fe0f;\xf0\x9f\x97\x9c\xef\xb8\x8f
1540;u+0001f5dd;\xf0\x9f\x97\x9d
1541;u+0001f5ddu+0000fe0f;\xf0\x9f\x97\x9d\xef\xb8\x8f
1542;u+0001f5de;\xf0\x9f\x97\x9e
1543;u+0001f5deu+0000fe0f;\xf0\x9f\x97\x9e\xef\xb8\x8f
1544;u+0001f5e1;\xf0\x9f\x97\xa1
1545;u+0001f5e1u+0000fe0f;\xf0\x9f\x97\xa1\xef\xb8\x8f
1546;u+0001f5e3;\xf0\x9f\x97\xa3
1547;u+0001f5e3u+0000fe0f;\xf0\x9f\x97\xa3\xef\xb8\x8f
1548;u+0001f5e8;\xf0\x9f\x97\xa8
1549;u+0001f5e8u+0000fe0f;\xf0\x9f\x97\xa8\xef\xb8\x8f
1550;u+0001f5ef;\xf0\x9f\x97\xaf
1551;u+0001f5efu+0000fe0f;\xf0\x9f\x97\xaf\xef\xb8\x8f
1552;u+0001f5f3;\xf0\x9f\x97\xb3
1553;u+0001f5f3u+0000fe0f;\xf0\x9f\x97\xb3\xef\xb8\x8f
1554;u+0001f5fa;\xf0\x9f\x97\xba
1555;u+0001f5fau+0000fe0f;\xf0\x9f\x97\xba\xef\xb8\x8f
1556;u+0001f6cb;\xf0\x9f\x9b\x8b
1557;u+0001f6cbu+0000fe0f;\xf0\x9f\x9b\x8b\xef\xb8\x8f
1558;u+0001f6cd;\xf0\x9f\x9b\x8d
1559;u+0001f6cdu+0000fe0f;\xf0\x9f\x9b\x8d\xef\xb8\x8f
1560;u+0001f6ce;\xf0\x9f\x9b\x8e
1561;u+0001f6ceu+0000fe0f;\xf0\x9f\x9b\x8e\xef\xb8\x8f
1562;u+0001f6cf;\xf0\x9f\x9b\x8f
1563;u+0001f6cfu+0000fe0f;\xf0\x9f\x9b\x8f\xef\xb8\x8f
1564;u+0001f6e0;\xf0\x9f\x9b\xa0
1565;u+0001f6e0u+0000fe0f;\xf0\x9f\x9b\xa0\xef\xb8\x8f
1566;u+0001f6e1;\xf0\x9f\x9b\xa1
1567;u+0001f6e1u+0000fe0f;\xf0\x9f\x9b\xa1\xef\xb8\x8f
1568;u+0001f6e2;\xf0\x9f\x9b\xa2
1569;u+0001f6e2u+0000fe0f;\xf0\x9f\x9b\xa2\xef\xb8\x8f
1570;u+0001f6e3;\xf0\x9f\x9b\xa3
1571;u+0001f6e3u+0000fe0f;\xf0\x9f\x9b\xa3\xef\xb8\x8f
1572;u+0001f6e4;\xf0\x9f\x9b\xa4
1573;u+0001f6e4u+0000fe0f;\xf0\x9f\x9b\xa4\xef\xb8\x8f
1574;u+0001f6e5;\xf0\x9f\x9b\xa5
1575;u+0001f6e5u+0000fe0f;\xf0\x9f\x9b\xa5\xef\xb8\x8f
1576;u+0001f6e9;\xf0\x9f\x9b\xa9
1577;u+0001f6e9u+0000fe0f;\xf0\x9f\x9b\xa9\xef\xb8\x8f
1578;u+0001f6f0;\xf0\x9f\x9b\xb0
1579;u+0001f6f0u+0000fe0f;\xf0\x9f\x9b\xb0\xef\xb8\x8f
1580;u+0001f6f3;\xf0\x9f\x9b\xb3
1581;u+0001f6f3u+0000fe0f;\xf0\x9f\x9b\xb3\xef\xb8\x8f
1582;u+00000023;\x23
1583;u+00000023u+0000fe0fu+000020e3;\x23\xef\xb8\x8f\xe2\x83\xa3
1584;u+0000002a;\x2a
1585;u+0000002au+0000fe0fu+000020e3;\x2a\xef\xb8\x8f\xe2\x83\xa3
1586;u+00000030;\x30
1587;u+00000030u+0000fe0fu+000020e3;\x30\xef\xb8\x8f\xe2\x83\xa3
1588;u+00000031;\x31
1589;u+00000031u+0000fe0fu+000020e3;\x31\xef\xb8\x8f\xe2\x83\xa3
1590;u+00000032;\x32
1591;u+00000032u+0000fe0fu+000020e3;\x32\xef\xb8\x8f\xe2\x83\xa3
1592;u+00000033;\x33
1593;u+00000033u+0000fe0fu+000020e3;\x33\xef\xb8\x8f\xe2\x83\xa3
1594;u+00000034;\x34
1595;u+00000034u+0000fe0fu+000020e3;\x34\xef\xb8\x8f\xe2\x83\xa3
1596;u+00000035;\x35
1597;u+00000035u+0000fe0fu+000020e3;\x35\xef\xb8\x8f\xe2\x83\xa3
1598;u+00000036;\x36
1599;u+00000036u+0000fe0fu+000020e3;\x36\xef\xb8\x8f\xe2\x83\xa3
1600;u+00000037;\x37
1601;u+00000037u+0000fe0fu+000020e3;\x37\xef\xb8\x8f\xe2\x83\xa3
1602;u+00000038;\x38
1603;u+00000038u+0000fe0fu+000020e3;\x38\xef\xb8\x8f\xe2\x83\xa3
1604;u+00000039;\x39
1605;u+00000039u+0000fe0fu+000020e3;\x39\xef\xb8\x8f\xe2\x83\xa3
1606;u+0001f1e6;\xf0\x9f\x87\xa6
1607;u+0001f1e6u+0001f1e8;\xf0\x9f\x87\xa6\xf0\x9f\x87\xa8
1608;u+0001f1e6;\xf0\x9f\x87\xa6
1609;u+0001f1e6u+0001f1e9;\xf0\x9f\x87\xa6\xf0\x9f\x87\xa9
1610;u+0001f1e6;\xf0\x9f\x87\xa6
1611;u+0001f1e6u+0001f1ea;\xf0\x9f\x87\xa6\xf0\x9f\x87\xaa
1612;u+0001f1e6;\xf0\x9f\x87\xa6
1613;u+0001f1e6u+0001f1eb;\xf0\x9f\x87\xa6\xf0\x9f\x87\xab
1614;u+0001f1e6;\xf0\x9f\x87\xa6
1615;u+0001f1e6u+0001f1ec;\xf0\x9f\x87\xa6\xf0\x9f\x87\xac
1616;u+0001f1e6;\xf0\x9f\x87\xa6
1617;u+0001f1e6u+0001f1ee;\xf0\x9f\x87\xa6\xf0\x9f\x87\xae
1618;u+0001f1e6;\xf0\x9f\x87\xa6
1619;u+0001f1e6u+0001f1f1;\xf0\x9f\x87\xa6\xf0\x9f\x87\xb1
1620;u+0001f1e6;\xf0\x9f\x87\xa6
1621;u+0001f1e6u+0001f1f2;\xf0\x9f\x87\xa6\xf0\x9f\x87\xb2
1622;u+0001f1e6;\xf0\x9f\x87\xa6
1623;u+0001f1e6u+0001f1f4;\xf0\x9f\x87\xa6\xf0\x9f\x87\xb4
1624;u+0001f1e6;\xf0\x9f\x87\xa6
1625;u+0001f1e6u+0001f1f6;\xf0\x9f\x87\xa6\xf0\x9f\x87\xb6
1626;u+0001f1e6;\xf0\x9f\x87\xa6
1627;u+0001f1e6u+0001f1f7;\xf0\x9f\x87\xa6\xf0\x9f\x87\xb7
1628;u+0001f1e6;\xf0\x9f\x87\xa6
1629;u+0001f1e6u+0001f1f8;\xf0\x9f\x87\xa6\xf0\x9f\x87\xb8
1630;u+0001f1e6;\xf0\x9f\x87\xa6
1631;u+0001f1e6u+0001f1f9;\xf0\x9f\x87\xa6\xf0\x9f\x87\xb9
1632;u+0001f1e6;\xf0\x9f\x87\xa6
1633;u+0001f1e6u+0001f1fa;\xf0\x9f\x87\xa6\xf0\x9f\x87\xba
1634;u+0001f1e6;\xf0\x9f\x87\xa6
1635;u+0001f1e6u+0001f1fc;\xf0\x9f\x87\xa6\xf0\x9f\x87\xbc
1636;u+0001f1e6;\xf0\x9f\x87\xa6
1637;u+0001f1e6u+0001f1fd;\xf0\x9f\x87\xa6\xf0\x9f\x87\xbd
1638;u+0001f1e6;\xf0\x9f\x87\xa6
1639;u+0001f1e6u+0001f1ff;\xf0\x9f\x87\xa6\xf0\x9f\x87\xbf
1640;u+0001f1e7;\xf0\x9f\x87\xa7
1641;u+0001f1e7u+0001f1e6;\xf0\x9f\x87\xa7\xf0\x9f\x87\xa6
1642;u+0001f1e7;\xf0\x9f\x87\xa7
1643;u+0001f1e7u+0001f1e7;\xf0\x9f\x87\xa7\xf0\x9f\x87\xa7
1644;u+0001f1e7;\xf0\x9f\x87\xa7
1645;u+0001f1e7u+0001f1e9;\xf0\x9f\x87\xa7\xf0\x9f\x87\xa9
1646;u+0001f1e7;\xf0\x9f\x87\xa7
1647;u+0001f1e7u+0001f1ea;\xf0\x9f\x87\xa7\xf0\x9f\x87\xaa
1648;u+0001f1e7;\xf0\x9f\x87\xa7
1649;u+0001f1e7u+0001f1eb;\xf0\x9f\x87\xa7\xf0\x9f\x87\xab
1650;u+0001f1e7;\xf0\x9f\x87\xa7
1651;u+0001f1e7u+0001f1ec;\xf0\x9f\x87\xa7\xf0\x9f\x87\xac
1652;u+0001f1e7;\xf0\x9f\x87\xa7
1653;u+0001f1e7u+0001f1ed;\xf0\x9f\x87\xa7\xf0\x9f\x87\xad
1654;u+0001f1e7;\xf0\x9f\x87\xa7
1655;u+0001f1e7u+0001f1ee;\xf0\x9f\x87\xa7\xf0\x9f\x87\xae
1656;u+0001f1e7;\xf0\x9f\x87\xa7
1657;u+0001f1e7u+0001f1ef;\xf0\x9f\x87\xa7\xf0\x9f\x87\xaf
1658;u+0001f1e7;\xf0\x9f\x87\xa7
1659;u+0001f1e7u+0001f1f1;\xf0\x9f\x87\xa7\xf0\x9f\x87\xb1
1660;u+0001f1e7;\xf0\x9f\x87\xa7
1661;u+0001f1e7u+0001f1f2;\xf0\x9f\x87\xa7\xf0\x9f\x87\xb2
1662;u+0001f1e7;\xf0\x9f\x87\xa7
1663;u+0001f1e7u+0001f1f3;\xf0\x9f\x87\xa7\xf0\x9f\x87\xb3
1664;u+0001f1e7;\xf0\x9f\x87\xa7
1665;u+0001f1e7u+0001f1f4;\xf0\x9f\x87\xa7\xf0\x9f\x87\xb4
1666;u+0001f1e7;\xf0\x9f\x87\xa7
1667;u+0001f1e7u+0001f1f6;\xf0\x9f\x87\xa7\xf0\x9f\x87\xb6
1668;u+0001f1e7;\xf0\x9f\x87\xa7
1669;u+0001f1e7u+0001f1f7;\xf0\x9f\x87\xa7\xf0\x9f\x87\xb7
1670;u+0001f1e7;\xf0\x9f\x87\xa7
1671;u+0001f1e7u+0001f1f8;\xf0\x9f\x87\xa7\xf0\x9f\x87\xb8
1672;u+0001f1e7;\xf0\x9f\x87\xa7
1673;u+0001f1e7u+0001f1f9;\xf0\x9f\x87\xa7\xf0\x9f\x87\xb9
1674;u+0001f1e7;\xf0\x9f\x87\xa7
1675;u+0001f1e7u+0001f1fb;\xf0\x9f\x87\xa7\xf0\x9f\x87\xbb
1676;u+0001f1e7;\xf0\x9f\x87\xa7
1677;u+0001f1e7u+0001f1fc;\xf0\x9f\x87\xa7\xf0\x9f\x87\xbc
1678;u+0001f1e7;\xf0\x9f\x87\xa7
1679;u+0001f1e7u+0001f1fe;\xf0\x9f\x87\xa7\xf0\x9f\x87\xbe
1680;u+0001f1e7;\xf0\x9f\x87\xa7
1681;u+0001f1e7u+0001f1ff;\xf0\x9f\x87\xa7\xf0\x9f\x87\xbf
1682;u+0001f1e8;\xf0\x9f\x87\xa8
1683;u+0001f1e8u+0001f1e6;\xf0\x9f\x87\xa8\xf0\x9f\x87\xa6
1684;u+0001f1e8;\xf0\x9f\x87\xa8
1685;u+0001f1e8u+0001f1e8;\xf0\x9f\x87\xa8\xf0\x9f\x87\xa8
1686;u+0001f1e8;\xf0\x9f\x87\xa8
1687;u+0001f1e8u+0001f1e9;\xf0\x9f\x87\xa8\xf0\x9f\x87\xa9
1688;u+0001f1e8;\xf0\x9f\x87\xa8
1689;u+0001f1e8u+0001f1eb;\xf0\x9f\x87\xa8\xf0\x9f\x87\xab
1690;u+0001f1e8;\xf0\x9f\x87\xa8
1691;u+0001f1e8u+0001f1ec;\xf0\x9f\x87\xa8\xf0\x9f\x87\xac
1692;u+0001f1e8;\xf0\x9f\x87\xa8
1693;u+0001f1e8u+0001f1ed;\xf0\x9f\x87\xa8\xf0\x9f\x87\xad
1694;u+0001f1e8;\xf0\x9f\x87\xa8
1695;u+0001f1e8u+0001f1ee;\xf0\x9f\x87\xa8\xf0\x9f\x87\xae
1696;u+0001f1e8;\xf0\x9f\x87\xa8
1697;u+0001f1e8u+0001f1f0;\xf0\x9f\x87\xa8\xf0\x9f\x87\xb0
1698;u+0001f1e8;\xf0\x9f\x87\xa8
1699;u+0001f1e8u+0001f1f1;\xf0\x9f\x87\xa8\xf0\x9f\x87\xb1
1700;u+0001f1e8;\xf0\x9f\x87\xa8
1701;u+0001f1e8u+0001f1f2;\xf0\x9f\x87\xa8\xf0\x9f\x87\xb2
1702;u+0001f1e8;\xf0\x9f\x87\xa8
1703;u+0001f1e8u+0001f1f3;\xf0\x9f\x87\xa8\xf0\x9f\x87\xb3
1704;u+0001f1e8;\xf0\x9f\x87\xa8
1705;u+0001f1e8u+0001f1f4;\xf0\x9f\x87\xa8\xf0\x9f\x87\xb4
1706;u+0001f1e8;\xf0\x9f\x87\xa8
1707;u+0001f1e8u+0001f1f5;\xf0\x9f\x87\xa8\xf0\x9f\x87\xb5
1708;u+0001f1e8;\xf0\x9f\x87\xa8
1709;u+0001f1e8u+0001f1f7;\xf0\x9f\x87\xa8\xf0\x9f\x87\xb7
1710;u+0001f1e8;\xf0\x9f\x87\xa8
1711;u+0001f1e8u+0001f1fa;\xf0\x9f\x87\xa8\xf0\x9f\x87\xba
1712;u+0001f1e8;\xf0\x9f\x87\xa8
1713;u+0001f1e8u+0001f1fb;\xf0\x9f\x87\xa8\xf0\x9f\x87\xbb
1714;u+0001f1e8;\xf0\x9f\x87\xa8
1715;u+0001f1e8u+0001f1fc;\xf0\x9f\x87\xa8\xf0\x9f\x87\xbc
1716;u+0001f1e8;\xf0\x9f\x87\xa8
1717;u+0001f1e8u+0001f1fd;\xf0\x9f\x87\xa8\xf0\x9f\x87\xbd
1718;u+0001f1e8;\xf0\x9f\x87\xa8
1719;u+0001f1e8u+0001f1fe;\xf0\x9f\x87\xa8\xf0\x9f\x87\xbe
1720;u+0001f1e8;\xf0\x9f\x87\xa8
1721;u+0001f1e8u+0001f1ff;\xf0\x9f\x87\xa8\xf0\x9f\x87\xbf
1722;u+0001f1e9;\xf0\x9f\x87\xa9
1723;u+0001f1e9u+0001f1ea;\xf0\x9f\x87\xa9\xf0\x9f\x87\xaa
1724;u+0001f1e9;\xf0\x9f\x87\xa9
1725;u+0001f1e9u+0001f1ec;\xf0\x9f\x87\xa9\xf0\x9f\x87\xac
1726;u+0001f1e9;\xf0\x9f\x87\xa9
1727;u+0001f1e9u+0001f1ef;\xf0\x9f\x87\xa9\xf0\x9f\x87\xaf
1728;u+0001f1e9;\xf0\x9f\x87\xa9
1729;u+0001f1e9u+0001f1f0;\xf0\x9f\x87\xa9\xf0\x9f\x87\xb0
1730;u+0001f1e9;\xf0\x9f\x87\xa9
1731;u+0001f1e9u+0001f1f2;\xf0\x9f\x87\xa9\xf0\x9f\x87\xb2
1732;u+0001f1e9;\xf0\x9f\x87\xa9
1733;u+0001f1e9u+0001f1f4;\xf0\x9f\x87\xa9\xf0\x9f\x87\xb4
1734;u+0001f1e9;\xf0\x9f\x87\xa9
1735;u+0001f1e9u+0001f1ff;\xf0\x9f\x87\xa9\xf0\x9f\x87\xbf
1736;u+0001f1ea;\xf0\x9f\x87\xaa
1737;u+0001f1eau+0001f1e6;\xf0\x9f\x87\xaa\xf0\x9f\x87\xa6
1738;u+0001f1ea;\xf0\x9f\x87\xaa
1739;u+0001f1eau+0001f1e8;\xf0\x9f\x87\xaa\xf0\x9f\x87\xa8
1740;u+0001f1ea;\xf0\x9f\x87\xaa
1741;u+0001f1eau+0001f1ea;\xf0\x9f\x87\xaa\xf0\x9f\x87\xaa
1742;u+0001f1ea;\xf0\x9f\x87\xaa
1743;u+0001f1eau+0001f1ec;\xf0\x9f\x87\xaa\xf0\x9f\x87\xac
1744;u+0001f1ea;\xf0\x9f\x87\xaa
1745;u+0001f1eau+0001f1ed;\xf0\x9f\x87\xaa\xf0\x9f\x87\xad
1746;u+0001f1ea;\xf0\x9f\x87\xaa
1747;u+0001f1eau+0001f1f7;\xf0\x9f\x87\xaa\xf0\x9f\x87\xb7
1748;u+0001f1ea;\xf0\x9f\x87\xaa
1749;u+0001f1eau+0001f1f8;\xf0\x9f\x87\xaa\xf0\x9f\x87\xb8
1750;u+0001f1ea;\xf0\x9f\x87\xaa
1751;u+0001f1eau+0001f1f9;\xf0\x9f\x87\xaa\xf0\x9f\x87\xb9
1752;u+0001f1ea;\xf0\x9f\x87\xaa
1753;u+0001f1eau+0001f1fa;\xf0\x9f\x87\xaa\xf0\x9f\x87\xba
1754;u+0001f1eb;\xf0\x9f\x87\xab
1755;u+0001f1ebu+0001f1ee;\xf0\x9f\x87\xab\xf0\x9f\x87\xae
1756;u+0001f1eb;\xf0\x9f\x87\xab
1757;u+0001f1ebu+0001f1ef;\xf0\x9f\x87\xab\xf0\x9f\x87\xaf
1758;u+0001f1eb;\xf0\x9f\x87\xab
1759;u+0001f1ebu+0001f1f0;\xf0\x9f\x87\xab\xf0\x9f\x87\xb0
1760;u+0001f1eb;\xf0\x9f\x87\xab
1761;u+0001f1ebu+0001f1f2;\xf0\x9f\x87\xab\xf0\x9f\x87\xb2
1762;u+0001f1eb;\xf0\x9f\x87\xab
1763;u+0001f1ebu+0001f1f4;\xf0\x9f\x87\xab\xf0\x9f\x87\xb4
1764;u+0001f1eb;\xf0\x9f\x87\xab
1765;u+0001f1ebu+0001f1f7;\xf0\x9f\x87\xab\xf0\x9f\x87\xb7
1766;u+0001f1ec;\xf0\x9f\x87\xac
1767;u+0001f1ecu+0001f1e6;\xf0\x9f\x87\xac\xf0\x9f\x87\xa6
1768;u+0001f1ec;\xf0\x9f\x87\xac
1769;u+0001f1ecu+0001f1e7;\xf0\x9f\x87\xac\xf0\x9f\x87\xa7
1770;u+0001f1ec;\xf0\x9f\x87\xac
1771;u+0001f1ecu+0001f1e9;\xf0\x9f\x87\xac\xf0\x9f\x87\xa9
1772;u+0001f1ec;\xf0\x9f\x87\xac
1773;u+0001f1ecu+0001f1ea;\xf0\x9f\x87\xac\xf0\x9f\x87\xaa
1774;u+0001f1ec;\xf0\x9f\x87\xac
1775;u+0001f1ecu+0001f1eb;\xf0\x9f\x87\xac\xf0\x9f\x87\xab
1776;u+0001f1ec;\xf0\x9f\x87\xac
1777;u+0001f1ecu+0001f1ec;\xf0\x9f\x87\xac\xf0\x9f\x87\xac
1778;u+0001f1ec;\xf0\x9f\x87\xac
1779;u+0001f1ecu+0001f1ed;\xf0\x9f\x87\xac\xf0\x9f\x87\xad
1780;u+0001f1ec;\xf0\x9f\x87\xac
1781;u+0001f1ecu+0001f1ee;\xf0\x9f\x87\xac\xf0\x9f\x87\xae
1782;u+0001f1ec;\xf0\x9f\x87\xac
1783;u+0001f1ecu+0001f1f1;\xf0\x9f\x87\xac\xf0\x9f\x87\xb1
1784;u+0001f1ec;\xf0\x9f\x87\xac
1785;u+0001f1ecu+0001f1f2;\xf0\x9f\x87\xac\xf0\x9f\x87\xb2
1786;u+0001f1ec;\xf0\x9f\x87\xac
1787;u+0001f1ecu+0001f1f3;\xf0\x9f\x87\xac\xf0\x9f\x87\xb3
1788;u+0001f1ec;\xf0\x9f\x87\xac
1789;u+0001f1ecu+0001f1f5;\xf0\x9f\x87\xac\xf0\x9f\x87\xb5
1790;u+0001f1ec;\xf0\x9f\x87\xac
1791;u+0001f1ecu+0001f1f6;\xf0\x9f\x87\xac\xf0\x9f\x87\xb6
1792;u+0001f1ec;\xf0\x9f\x87\xac
1793;u+0001f1ecu+0001f1f7;\xf0\x9f\x87\xac\xf0\x9f\x87\xb7
1794;u+0001f1ec;\xf0\x9f\x87\xac
1795;u+0001f1ecu+0001f1f8;\xf0\x9f\x87\xac\xf0\x9f\x87\xb8
1796;u+0001f1ec;\xf0\x9f\x87\xac
1797;u+0001f1ecu+0001f1f9;\xf0\x9f\x87\xac\xf0\x9f\x87\xb9
1798;u+0001f1ec;\xf0\x9f\x87\xac
1799;u+0001f1ecu+0001f1fa;\xf0\x9f\x87\xac\xf0\x9f\x87\xba
1800;u+0001f1ec;\xf0\x9f\x87\xac
1801;u+0001f1ecu+0001f1fc;\xf0\x9f\x87\xac\xf0\x9f\x87\xbc
1802;u+0001f1ec;\xf0\x9f\x87\xac
1803;u+0001f1ecu+0001f1fe;\xf0\x9f\x87\xac\xf0\x9f\x87\xbe
1804;u+0001f1ed;\xf0\x9f\x87\xad
1805;u+0001f1edu+0001f1f0;\xf0\x9f\x87\xad\xf0\x9f\x87\xb0
1806;u+0001f1ed;\xf0\x9f\x87\xad
1807;u+0001f1edu+0001f1f2;\xf0\x9f\x87\xad\xf0\x9f\x87\xb2
1808;u+0001f1ed;\xf0\x9f\x87\xad
1809;u+0001f1edu+0001f1f3;\xf0\x9f\x87\xad\xf0\x9f\x87\xb3
1810;u+0001f1ed;\xf0\x9f\x87\xad
1811;u+0001f1edu+0001f1f7;\xf0\x9f\x87\xad\xf0\x9f\x87\xb7
1812;u+0001f1ed;\xf0\x9f\x87\xad
1813;u+0001f1edu+0001f1f9;\xf0\x9f\x87\xad\xf0\x9f\x87\xb9
1814;u+0001f1ed;\xf0\x9f\x87\xad
1815;u+0001f1edu+0001f1fa;\xf0\x9f\x87\xad\xf0\x9f\x87\xba
1816;u+0001f1ee;\xf0\x9f\x87\xae
1817;u+0001f1eeu+0001f1e8;\xf0\x9f\x87\xae\xf0\x9f\x87\xa8
1818;u+0001f1ee;\xf0\x9f\x87\xae
1819;u+0001f1eeu+0001f1e9;\xf0\x9f\x87\xae\xf0\x9f\x87\xa9
1820;u+0001f1ee;\xf0\x9f\x87\xae
1821;u+0001f1eeu+0001f1ea;\xf0\x9f\x87\xae\xf0\x9f\x87\xaa
1822;u+0001f1ee;\xf0\x9f\x87\xae
1823;u+0001f1eeu+0001f1f1;\xf0\x9f\x87\xae\xf0\x9f\x87\xb1
1824;u+0001f1ee;\xf0\x9f\x87\xae
1825;u+0001f1eeu+0001f1f2;\xf0\x9f\x87\xae\xf0\x9f\x87\xb2
1826;u+0001f1ee;\xf0\x9f\x87\xae
1827;u+0001f1eeu+0001f1f3;\xf0\x9f\x87\xae\xf0\x9f\x87\xb3
1828;u+0001f1ee;\xf0\x9f\x87\xae
1829;u+0001f1eeu+0001f1f4;\xf0\x9f\x87\xae\xf0\x9f\x87\xb4
1830;u+0001f1ee;\xf0\x9f\x87\xae
1831;u+0001f1eeu+0001f1f6;\xf0\x9f\x87\xae\xf0\x9f\x87\xb6
1832;u+0001f1ee;\xf0\x9f\x87\xae
1833;u+0001f1eeu+0001f1f7;\xf0\x9f\x87\xae\xf0\x9f\x87\xb7
1834;u+0001f1ee;\xf0\x9f\x87\xae
1835;u+0001f1eeu+0001f1f8;\xf0\x9f\x87\xae\xf0\x9f\x87\xb8
1836;u+0001f1ee;\xf0\x9f\x87\xae
1837;u+0001f1eeu+0001f1f9;\xf0\x9f\x87\xae\xf0\x9f\x87\xb9
1838;u+0001f1ef;\xf0\x9f\x87\xaf
1839;u+0001f1efu+0001f1ea;\xf0\x9f\x87\xaf\xf0\x9f\x87\xaa
1840;u+0001f1ef;\xf0\x9f\x87\xaf
1841;u+0001f1efu+0001f1f2;\xf0\x9f\x87\xaf\xf0\x9f\x87\xb2
1842;u+0001f1ef;\xf0\x9f\x87\xaf
1843;u+0001f1efu+0001f1f4;\xf0\x9f\x87\xaf\xf0\x9f\x87\xb4
1844;u+0001f1ef;\xf0\x9f\x87\xaf
1845;u+0001f1efu+0001f1f5;\xf0\x9f\x87\xaf\xf0\x9f\x87\xb5
1846;u+0001f1f0;\xf0\x9f\x87\xb0
1847;u+0001f1f0u+0001f1ea;\xf0\x9f\x87\xb0\xf0\x9f\x87\xaa
1848;u+0001f1f0;\xf0\x9f\x87\xb0
1849;u+0001f1f0u+0001f1ec;\xf0\x9f\x87\xb0\xf0\x9f\x87\xac
1850;u+0001f1f0;\xf0\x9f\x87\xb0
1851;u+0001f1f0u+0001f1ed;\xf0\x9f\x87\xb0\xf0\x9f\x87\xad
1852;u+0001f1f0;\xf0\x9f\x87\xb0
1853;u+0001f1f0u+0001f1ee;\xf0\x9f\x87\xb0\xf0\x9f\x87\xae
1854;u+0001f1f0;\xf0\x9f\x87\xb0
1855;u+0001f1f0u+0001f1f2;\xf0\x9f\x87\xb0\xf0\x9f\x87\xb2
1856;u+0001f1f0;\xf0\x9f\x87\xb0
1857;u+0001f1f0u+0001f1f3;\xf0\x9f\x87\xb0\xf0\x9f\x87\xb3
1858;u+0001f1f0;\xf0\x9f\x87\xb0
1859;u+0001f1f0u+0001f1f5;\xf0\x9f\x87\xb0\xf0\x9f\x87\xb5
1860;u+0001f1f0;\xf0\x9f\x87\xb0
1861;u+0001f1f0u+0001f1f7;\xf0\x9f\x87\xb0\xf0\x9f\x87\xb7
1862;u+0001f1f0;\xf0\x9f\x87\xb0
1863;u+0001f1f0u+0001f1fc;\xf0\x9f\x87\xb0\xf0\x9f\x87\xbc
1864;u+0001f1f0;\xf0\x9f\x87\xb0
1865;u+0001f1f0u+0001f1fe;\xf0\x9f\x87\xb0\xf0\x9f\x87\xbe
1866;u+0001f1f0;\xf0\x9f\x87\xb0
1867;u+0001f1f0u+0001f1ff;\xf0\x9f\x87\xb0\xf0\x9f\x87\xbf
1868;u+0001f1f1;\xf0\x9f\x87\xb1
1869;u+0001f1f1u+0001f1e6;\xf0\x9f\x87\xb1\xf0\x9f\x87\xa6
1870;u+0001f1f1;\xf0\x9f\x87\xb1
1871;u+0001f1f1u+0001f1e7;\xf0\x9f\x87\xb1\xf0\x9f\x87\xa7
1872;u+0001f1f1;\xf0\x9f\x87\xb1
1873;u+0001f1f1u+0001f1e8;\xf0\x9f\x87\xb1\xf0\x9f\x87\xa8
1874;u+0001f1f1;\xf0\x9f\x87\xb1
1875;u+0001f1f1u+0001f1ee;\xf0\x9f\x87\xb1\xf0\x9f\x87\xae
1876;u+0001f1f1;\xf0\x9f\x87\xb1
1877;u+0001f1f1u+0001f1f0;\xf0\x9f\x87\xb1\xf0\x9f\x87\xb0
1878;u+0001f1f1;\xf0\x9f\x87\xb1
1879;u+0001f1f1u+0001f1f7;\xf0\x9f\x87\xb1\xf0\x9f\x87\xb7
1880;u+0001f1f1;\xf0\x9f\x87\xb1
1881;u+0001f1f1u+0001f1f8;\xf0\x9f\x87\xb1\xf0\x9f\x87\xb8
